probeid	name_show	type	pubchemid	cmpdsynonym	mw	mf	polararea	complexity	xlogp	heavycnt	hbonddonor	hbondacc	rotbonds	inchi	isosmiles	canonicalsmiles	inchikey	iupacname
LDPC0043	TG42	ABPP Probe	155531789	CHEMBL4466041; BDBM50502333	394.4	C24H14N2O4	78.4	667	4.7	30	0	6	6	InChI=1S/C24H14N2O4/c1-2-20-19(23-18-6-4-3-5-15(18)9-12-21(23)30-20)13-22(27)29-17-10-7-16(8-11-17)24-26-25-14-28-24/h1,3-12,14H,13H2	C#CC1=C(C2=C(O1)C=CC3=CC=CC=C32)CC(=O)OC4=CC=C(C=C4)C5=NN=CO5	C#CC1=C(C2=C(O1)C=CC3=CC=CC=C32)CC(=O)OC4=CC=C(C=C4)C5=NN=CO5	JIOJOUNXAWDVTH-UHFFFAOYSA-N	[4-(1,3,4-oxadiazol-2-yl)phenyl] 2-(2-ethynylbenzo[e][1]benzofuran-1-yl)acetate
LDPC0046	OEA-DA	PAL-AfBPP Probe	122553576	SCHEMBL18092628	347.5	C20H33N3O2	74	471	4.1	25	2	4	16	InChI=1S/C20H33N3O2/c1-2-3-12-15-20(22-23-20)16-13-10-8-6-4-5-7-9-11-14-19(25)21-17-18-24/h1,8,10,24H,3-7,9,11-18H2,(H,21,25)/b10-8-	C#CCCCC1(N=N1)CC/C=C\CCCCCCCC(=O)NCCO	C#CCCCC1(N=N1)CCC=CCCCCCCCC(=O)NCCO	PUDFKDIFZGVKEO-NTMALXAHSA-N	(Z)-N-(2-hydroxyethyl)-12-(3-pent-4-ynyldiazirin-3-yl)dodec-9-enamide
LDPC0048	MCL-2	ABPP Probe	.	.	687.944	C37H57N3O7S	143.06	687.3917222	5.6202	48	4	8	18	InChI=1S/C37H57N3O7S/c1-23-18-19-25-24(2)35(43)47-34(25)32-31(23)27(21-37(32,3)45)46-30(42)17-11-9-7-5-4-6-8-10-14-20-38-29(41)16-13-12-15-28-33-26(22-48-28)39-36(44)40-33/h25-28,32-34,45H,2,4-22H2,1,3H3,(H,38,41)(H2,39,40,44)/t25-,26+,27+,28+,32-,33+,34-,37+/m0/s1	[H][C@@]12CS[C@H](CCCCC(=O)NCCCCCCCCCCCC(=O)O[C@@H]3C[C@@](C)(O)[C@@]4([H])C3=C(C)CC[C@H]3C(=C)C(=O)O[C@@H]34)[C@]1([H])NC(=O)N2	[H]C12CSC(CCCCC(=O)NCCCCCCCCCCCC(=O)OC3CC(C)(O)C4([H])C3=C(C)CCC3C(=C)C(=O)OC34)C1([H])NC(=O)N2	BYXQSTJDLYABNE-GXEYYBNCSA-N	.
LDPC0049	MCL-4	ABPP Probe	.	.	671.945	C37H57N3O6S	122.83	671.3968075	6.6494	47	3	7	18	InChI=1S/C37H57N3O6S/c1-24-18-19-27-25(2)35(43)45-34(27)32-26(24)20-21-37(32,3)46-31(42)17-11-9-7-5-4-6-8-10-14-22-38-30(41)16-13-12-15-29-33-28(23-47-29)39-36(44)40-33/h27-29,32-34H,2,4-23H2,1,3H3,(H,38,41)(H2,39,40,44)/t27-,28+,29+,32-,33+,34-,37+/m0/s1	[H][C@@]12CS[C@H](CCCCC(=O)NCCCCCCCCCCCC(=O)O[C@]3(C)CCC4=C(C)CC[C@H]5C(=C)C(=O)O[C@@H]5[C@]43[H])[C@]1([H])NC(=O)N2	[H]C12CSC(CCCCC(=O)NCCCCCCCCCCCC(=O)OC3(C)CCC4=C(C)CCC5C(=C)C(=O)OC5C43[H])C1([H])NC(=O)N2	ZHFZUPBUXAJHKF-VKRATHNCSA-N	.
LDPC0050	MCL-14	ABPP Probe	.	.	687.944	C37H57N3O7S	143.06	687.3917222	5.6218	48	4	8	19	InChI=1S/C37H57N3O7S/c1-24-26-18-17-25(27-19-20-37(2,45)32(27)34(26)47-35(24)43)22-46-31(42)16-10-8-6-4-3-5-7-9-13-21-38-30(41)15-12-11-14-29-33-28(23-48-29)39-36(44)40-33/h26,28-29,32-34,45H,1,3-23H2,2H3,(H,38,41)(H2,39,40,44)/t26-,28+,29+,32-,33+,34-,37+/m0/s1	[H][C@@]12CS[C@H](CCCCC(=O)NCCCCCCCCCCCC(=O)OCC3=C4CC[C@@](C)(O)[C@]4([H])[C@H]4OC(=O)C(=C)[C@@H]4CC3)[C@]1([H])NC(=O)N2	[H]C12CSC(CCCCC(=O)NCCCCCCCCCCCC(=O)OCC3=C4CCC(C)(O)C4([H])C4OC(=O)C(=C)C4CC3)C1([H])NC(=O)N2	NJJBUAYFDGHQBS-MRZHUVRWSA-N	.
LDPC0053	FBP2	ABPP Probe	.	.	215.296	C14H17NO	35.25	215.1310142	2.2934	16	1	2	5	InChI=1S/C14H17NO/c1-2-3-4-9-16-12-7-5-11(6-8-12)13-10-14(13)15/h1,5-8,13-14H,3-4,9-10,15H2/t13?,14-/m0/s1	C#CCCCOc1ccc(C2C[C@@H]2N)cc1	C#CCCCOc1ccc(C2CC2N)cc1	PVWDOGIKWILKGI-KZUDCZAMSA-N	.
LDPC0054	FBPP2	ABPP Probe	.	.	269.348	C16H19N3O	59.97	269.1528122	2.8456	20	1	4	7	InChI=1S/C16H19N3O/c1-2-3-8-16(18-19-16)9-10-20-13-6-4-12(5-7-13)14-11-15(14)17/h1,4-7,14-15H,3,8-11,17H2/t14?,15-/m0/s1	C#CCCC1(CCOc2ccc(C3C[C@@H]3N)cc2)N=N1	C#CCCC1(CCOc2ccc(C3CC3N)cc2)N=N1	AVLRFIDTIQOWMV-LOACHALJSA-N	.
LDPC0055	D5yne	ABPP Probe	.	.	421.324	C21H22Cl2N2O3	58.64	420.1007479	2.796	28	1	5	5	InChI=1S/C21H22Cl2N2O3/c1-2-14-9-16(21(23)18(22)10-14)15-11-19(26)17(20(27)12-15)13-24-3-4-25-5-7-28-8-6-25/h1,9-10,13,15,24H,3-8,11-12H2/b17-13-	C#Cc1cc(Cl)c(Cl)c(C2CC(=O)C(=CNCCN3CCOCC3)C(=O)C2)c1	C#Cc1cc(Cl)c(Cl)c(C2CC(=O)C(=CNCCN3CCOCC3)C(=O)C2)c1	HCYORLAKXXXUTR-LGMDPLHJSA-N	.
LDPC0060	HPAP	ABPP Probe	.	.	771.123	C41H41ClFeN7O3	145.1	770.2308784	4.76094	53	2	6	13	InChI=1S/C41H43N7O3.ClH.Fe/c1-8-11-16-41(47-48-41)17-18-42-39(49)14-12-29-25(6)32-19-31-23(4)27(9-2)35(43-31)20-33-24(5)28(10-3)36(44-33)21-34-26(7)30(13-15-40(50)51)38(46-34)22-37(29)45-32;;/h1,9-10,19-22H,2-3,11-18H2,4-7H3,(H4,42,43,44,45,46,47,48,49,50,51);1H;/q;;+3/p-3/b31-19-,32-19-,33-20-,34-21-,35-20-,36-21-,37-22-,38-22-;;	C#CCCC1(CCNC(=O)CCc2c(C)c3cc4nc(cc5[n-]c(cc6nc(cc2[n-]3)C(CCC(=O)O)=C6C)c(C=C)c5C)C(C=C)=C4C)N=N1.[Cl-].[Fe+3]	C#CCCC1(CCNC(=O)CCc2c(C)c3cc4nc(cc5[n-]c(cc6nc(cc2[n-]3)C(CCC(=O)O)=C6C)c(C=C)c5C)C(C=C)=C4C)N=N1.[Cl-].[Fe+3]	YHYXDJKJQDKIPC-SPIDMOSSSA-K	.
LDPC0061	C-Sul	ABPP Probe	.	.	284.365	C11H18N5O2S+	120.95	284.1175722	-0.0717	19	2	3	9	InChI=1S/C11H17N5O2S/c1-3-7-19(2)8-5-9(11(12)18)15-10(17)4-6-14-16-13/h1,9H,4-8H2,2H3,(H2-,12,15,17,18)/p+1/t9-,19?/m0/s1	C#CC[S+](C)CC[C@H](NC(=O)CCN=[N+]=[N-])C(N)=O	C#CC[S+](C)CCC(NC(=O)CCN=[N+]=[N-])C(N)=O	DRUWXRJVAGVXFY-DUOAPZILSA-O	.
LDPC0063	STS-1	PAL-AfBPP Probe	56590678	.	742.8	C41H42N8O6	161	1660	2.8	55	3	8	11	InChI=1S/C41H42N8O6/c1-6-19-42-38(52)25(17-18-40(2)45-46-40)44-29(50)15-16-30(51)47(4)28-20-31-48-26-13-9-7-11-22(26)33-34-24(21-43-39(34)53)32-23-12-8-10-14-27(23)49(36(32)35(33)48)41(3,55-31)37(28)54-5/h1,7-14,25,28,31,37H,15-21H2,2-5H3,(H,42,52)(H,43,53)(H,44,50)/t25-,28+,31+,37+,41-/m0/s1	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)CCC(=O)N[C@@H](CCC9(N=N9)C)C(=O)NCC#C)OC	CC1(N=N1)CCC(C(=O)NCC#C)NC(=O)CCC(=O)N(C)C2CC3N4C5=CC=CC=C5C6=C7C(=C8C9=CC=CC=C9N(C8=C64)C(C2OC)(O3)C)CNC7=O	MISFRZUITLIRNC-DUQYWFJISA-N	N'-[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-N'-methyl-N-[(2S)-4-(3-methyldiazirin-3-yl)-1-oxo-1-(prop-2-ynylamino)butan-2-yl]butanediamide
LDPC0064	DA-2	PAL-AfBPP Probe	57336926	.	651.2	C30H35ClN10O3S	203	1100	4.9	45	5	11	16	InChI=1S/C30H35ClN10O3S/c1-5-6-7-11-25(42)37-21(12-13-30(4)40-41-30)27(43)33-15-14-32-23-16-24(36-19(3)35-23)38-29-34-17-22(45-29)28(44)39-26-18(2)9-8-10-20(26)31/h1,8-10,16-17,21H,6-7,11-15H2,2-4H3,(H,33,43)(H,37,42)(H,39,44)(H2,32,34,35,36,38)/t21-/m0/s1	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCNC(=O)[C@H](CCC4(N=N4)C)NC(=O)CCCC#C)C	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCNC(=O)C(CCC4(N=N4)C)NC(=O)CCCC#C)C	DYBFTSGZTFEVMR-NRFANRHFSA-N	N-(2-chloro-6-methylphenyl)-2-[[6-[2-[[(2S)-2-(hex-5-ynoylamino)-4-(3-methyldiazirin-3-yl)butanoyl]amino]ethylamino]-2-methylpyrimidin-4-yl]amino]-1,3-thiazole-5-carboxamide
LDPC0065	DFG-out-3	PAL-AfBPP Probe	71608440	.	734.7	C38H33F3N10O3	168	1310	6.7	54	4	14	15	InChI=1S/C38H33F3N10O3/c1-3-4-5-11-32(52)42-19-20-54-29-16-14-27(15-17-29)47-36-45-23-44-34(49-36)30-10-7-18-43-33(30)48-31-22-28(13-12-24(31)2)46-35(53)25-8-6-9-26(21-25)37(50-51-37)38(39,40)41/h1,6-10,12-18,21-23H,4-5,11,19-20H2,2H3,(H,42,52)(H,43,48)(H,46,53)(H,44,45,47,49)	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C3(N=N3)C(F)(F)F)NC4=C(C=CC=N4)C5=NC(=NC=N5)NC6=CC=C(C=C6)OCCNC(=O)CCCC#C	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C3(N=N3)C(F)(F)F)NC4=C(C=CC=N4)C5=NC(=NC=N5)NC6=CC=C(C=C6)OCCNC(=O)CCCC#C	UEEDKNLDAWPXRJ-UHFFFAOYSA-N	N-[3-[[3-[4-[4-[2-(hex-5-ynoylamino)ethoxy]anilino]-1,3,5-triazin-2-yl]pyridin-2-yl]amino]-4-methylphenyl]-3-[3-(trifluoromethyl)diazirin-3-yl]benzamide
LDPC0066	DFG-out-4	PAL-AfBPP Probe	71608441	.	691.7	C38H32F3N7O3	130	1260	7.4	51	3	11	13	InChI=1S/C38H32F3N7O3/c1-3-4-5-9-34(49)42-18-19-51-31-15-13-29(14-16-31)45-36-43-23-27-20-25(11-17-33(27)46-36)32-22-30(12-10-24(32)2)44-35(50)26-7-6-8-28(21-26)37(47-48-37)38(39,40)41/h1,6-8,10-17,20-23H,4-5,9,18-19H2,2H3,(H,42,49)(H,44,50)(H,43,45,46)	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C3(N=N3)C(F)(F)F)C4=CC5=CN=C(N=C5C=C4)NC6=CC=C(C=C6)OCCNC(=O)CCCC#C	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C3(N=N3)C(F)(F)F)C4=CC5=CN=C(N=C5C=C4)NC6=CC=C(C=C6)OCCNC(=O)CCCC#C	RCKDHBTWOLIJEK-UHFFFAOYSA-N	N-[3-[2-[4-[2-(hex-5-ynoylamino)ethoxy]anilino]quinazolin-6-yl]-4-methylphenyl]-3-[3-(trifluoromethyl)diazirin-3-yl]benzamide
LDPC0067	THL-R	ABPP Probe	45378904	.	491.7	C29H49NO5	81.7	653	8.9	35	1	5	22	InChI=1S/C29H49NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h2,22-27H,5,7-21H2,1,3-4H3,(H,30,31)/t24-,25-,26-,27-/m0/s1	CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCC#C)OC(=O)[C@H](CC(C)C)NC=O	CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCC#C)OC(=O)C(CC(C)C)NC=O	YHKLBWUOXJBAIG-FWEHEUNISA-N	[(2S)-1-[(2S,3S)-3-hex-5-ynyl-4-oxooxetan-2-yl]tridecan-2-yl] (2S)-2-formamido-4-methylpentanoate
LDPC0068	DBIA	ABPP Probe	.	.	424.283	C14H25IN4O3	99.33	424.0971387	0.6742	22	4	3	10	InChI=1S/C14H25IN4O3/c1-10-11(19-14(22)18-10)5-3-2-4-6-12(20)16-7-8-17-13(21)9-15/h10-11H,2-9H2,1H3,(H,16,20)(H,17,21)(H2,18,19,22)	CC1NC(=O)NC1CCCCCC(=O)NCCNC(=O)CI	CC1NC(=O)NC1CCCCCC(=O)NCCNC(=O)CI	ASKKBTGJVCEXOA-UHFFFAOYSA-N	.
LDPC0069	Photoindomethacin	PAL-AfBPP Probe	146586279	SCHEMBL21981189	477	C26H25ClN4O3	85	825	5.2	34	1	5	9	InChI=1S/C26H25ClN4O3/c1-4-5-12-26(29-30-26)13-14-28-24(32)16-22-17(2)31(23-15-20(34-3)10-11-21(22)23)25(33)18-6-8-19(27)9-7-18/h1,6-11,15H,5,12-14,16H2,2-3H3,(H,28,32)	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=C(C=C2)OC)CC(=O)NCCC4(N=N4)CCC#C	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=C(C=C2)OC)CC(=O)NCCC4(N=N4)CCC#C	IMALFTLVQLLZGV-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-[1-(4-chlorobenzoyl)-6-methoxy-2-methylindol-3-yl]acetamide
LDPC0070	Photonaproxen	PAL-AfBPP Probe	146523987	SCHEMBL21903480	336.4	C20H20N2O3	71.2	559	4.5	25	1	5	8	InChI=1S/C20H20N2O3/c1-3-4-9-20(21-22-20)10-11-25-18-8-7-16-12-15(14(2)19(23)24)5-6-17(16)13-18/h1,5-8,12-14H,4,9-11H2,2H3,(H,23,24)/t14-/m0/s1	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OCCC3(N=N3)CCC#C)C(=O)O	CC(C1=CC2=C(C=C1)C=C(C=C2)OCCC3(N=N3)CCC#C)C(=O)O	UXCBLBCOSXPRKU-AWEZNQCLSA-N	(2S)-2-[6-[2-(3-but-3-ynyldiazirin-3-yl)ethoxy]naphthalen-2-yl]propanoic acid
LDPC0071	AHL-Pu-1	ABPP Probe	155590179	SCHEMBL22912677	227.05	C8H4Cl2N4	43.6	263	2.2	14	0	3	1	InChI=1S/C8H4Cl2N4/c1-2-3-14-4-11-7-5(14)6(9)12-8(10)13-7/h1,4H,3H2	C#CCN1C=NC2=C1C(=NC(=N2)Cl)Cl	C#CCN1C=NC2=C1C(=NC(=N2)Cl)Cl	DQZMJDUCMIRFBJ-UHFFFAOYSA-N	2,6-dichloro-7-prop-2-ynylpurine
LDPC0072	DA-P3	ABPP Probe	154499121	N-[2-(3,4-dihydroxyphenyl)ethyl]hept-6-ynamide; 2470435-38-0; C(CCCCC#C)(=O)NCCC=1C=CC(=C(C=1)O)O; G44700; EN300-26983224	261.32	C15H19NO3	69.6	321	0.7	19	3	3	7	InChI=1S/C15H19NO3/c1-2-3-4-5-6-15(19)16-10-9-12-7-8-13(17)14(18)11-12/h1,7-8,11,17-18H,3-6,9-10H2,(H,16,19)	C#CCCCCC(=O)NCCC1=CC(=C(C=C1)O)O	C#CCCCCC(=O)NCCC1=CC(=C(C=C1)O)O	WXEIAKGIMIZSIO-UHFFFAOYSA-N	N-[2-(3,4-dihydroxyphenyl)ethyl]hept-6-ynamide
LDPC0073	Staurosporine capture compound	PAL-AfBPP Probe	.	.	1383.665	C70H92N15O13S+	340.81	1382.671425	5.9892	99	8	17	36	InChI=1S/C70H91N15O13S/c1-70-64(94-6)51(38-57(98-70)83-49-19-9-7-17-44(49)59-60-46(39-75-68(60)92)58-45-18-8-10-20-50(45)84(70)63(58)62(59)83)82(2)56(88)40-76-67(91)52(85(3,4)5)21-13-14-28-73-55(87)37-47(77-65(89)42-24-26-43(27-25-42)80-81-71)66(90)74-30-16-32-96-34-36-97-35-33-95-31-15-29-72-54(86)23-12-11-22-53-61-48(41-99-53)78-69(93)79-61/h7-10,17-20,24-27,47-48,51-53,57,61,64H,11-16,21-23,28-41H2,1-6H3,(H7-,72,73,74,75,76,77,78,79,86,87,89,90,91,92,93)/p+1/t47-,48-,51+,52?,53-,57+,61-,64+,70-/m0/s1	[H][C@]12C[C@@H](N(C)C(=O)CNC(=O)C(CCCCNC(=O)C[C@H](NC(=O)c3ccc(N=[N+]=[N-])cc3)C(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]3SC[C@]4([H])NC(=O)N[C@]34[H])[N+](C)(C)C)[C@@H](OC)[C@](C)(O1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	[H]C12CC(N(C)C(=O)CNC(=O)C(CCCCNC(=O)CC(NC(=O)c3ccc(N=[N+]=[N-])cc3)C(=O)NCCCOCCOCCOCCCNC(=O)CCCCC3SCC4([H])NC(=O)NC34[H])[N+](C)(C)C)C(OC)C(C)(O1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	UZDQJGYUEMGEFB-OHPGTUDKSA-O	.
LDPC0074	JN0001	PAL-AfBPP Probe	135240833	3-[3-(but-3-yn-1-yl)-3H-diazirin-3-yl]-N-methylpropanamide; 2089056-30-2; 3-(3-(but-3-yn-1-yl)-3H-diazirin-3-yl)-N-methylpropanamide; FFF-ctrl; SCHEMBL20399954; EN300-7355163; 3-(3-but-3-ynyldiazirin-3-yl)-N-methylpropanamide	179.22	C9H13N3O	53.8	268	0.7	13	1	3	5	InChI=1S/C9H13N3O/c1-3-4-6-9(11-12-9)7-5-8(13)10-2/h1H,4-7H2,2H3,(H,10,13)	CNC(=O)CCC1(N=N1)CCC#C	CNC(=O)CCC1(N=N1)CCC#C	AXQJCYNFLNSQDW-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-methylpropanamide
LDPC0075	JN0003	PAL-AfBPP Probe	132274143	FFF-2; SCHEMBL20419265; CGP201708; 3-(3-(but-3-yn-1-yl)-3H-diazirin-3-yl)-1-(4-phenylpiperidin-1-yl)propan-1-one; 2089059-93-6	309.4	C19H23N3O	45	484	3.1	23	0	3	6	InChI=1S/C19H23N3O/c1-2-3-12-19(20-21-19)13-9-18(23)22-14-10-17(11-15-22)16-7-5-4-6-8-16/h1,4-8,17H,3,9-15H2	C#CCCC1(N=N1)CCC(=O)N2CCC(CC2)C3=CC=CC=C3	C#CCCC1(N=N1)CCC(=O)N2CCC(CC2)C3=CC=CC=C3	GRNLZAHDRUYPME-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-(4-phenylpiperidin-1-yl)propan-1-one
LDPC0076	JN0004	PAL-AfBPP Probe	.	.	399.538	C26H29N3O	45.03	399.2310625	5.4128	30	0	3	8	InChI=1S/C26H29N3O/c1-2-3-17-26(27-28-26)18-14-24(30)29-19-15-23(16-20-29)25(21-10-6-4-7-11-21)22-12-8-5-9-13-22/h1,4-13,23,25H,3,14-20H2	C#CCCC1(CCC(=O)N2CCC(C(c3ccccc3)c3ccccc3)CC2)N=N1	C#CCCC1(CCC(=O)N2CCC(C(c3ccccc3)c3ccccc3)CC2)N=N1	QGSYPKNFTKCQDR-UHFFFAOYSA-N	.
LDPC0077	JN0005	PAL-AfBPP Probe	.	.	299.334	C15H17N5O2	73.65	299.1382248	1.0043	22	0	7	5	InChI=1S/C15H17N5O2/c1-4-5-6-15(16-17-15)7-8-20-9-11-12(10-20)18(2)14(22)19(3)13(11)21/h1,9-10H,5-8H2,2-3H3	C#CCCC1(CCn2cc3c(=O)n(C)c(=O)n(C)c3c2)N=N1	C#CCCC1(CCn2cc3c(=O)n(C)c(=O)n(C)c3c2)N=N1	VMCSCOCNRAUODN-UHFFFAOYSA-N	.
LDPC0078	JN0012	PAL-AfBPP Probe	165946855	EN300-36971656; 4-{2-[3-(but-3-yn-1-yl)-3H-diazirin-3-yl]ethoxy}benzoic acid; 2703773-02-6	258.269	C14H14N2O3	71.2	396	2.6	19	1	5	7	InChI=1S/C14H14N2O3/c1-2-3-8-14(15-16-14)9-10-19-12-6-4-11(5-7-12)13(17)18/h1,4-7H,3,8-10H2,(H,17,18)	C#CCCC1(N=N1)CCOC2=CC=C(C=C2)C(=O)O	C#CCCC1(N=N1)CCOC2=CC=C(C=C2)C(=O)O	GZHHDTLLEQRXJG-UHFFFAOYSA-N	4-[2-(3-but-3-ynyldiazirin-3-yl)ethoxy]benzoic acid
LDPC0079	JN0020	PAL-AfBPP Probe	.	.	258.277	C14H14N2O3	71.25	258.1004423	2.7292	19	1	4	7	InChI=1S/C14H14N2O3/c1-2-3-7-14(15-16-14)8-9-19-12-6-4-5-11(10-12)13(17)18/h1,4-6,10H,3,7-9H2,(H,17,18)	C#CCCC1(CCOc2cccc(C(=O)O)c2)N=N1	C#CCCC1(CCOc2cccc(C(=O)O)c2)N=N1	NHOOVLOVROZYBZ-UHFFFAOYSA-N	.
LDPC0081	JN0022	PAL-AfBPP Probe	.	.	301.346	C16H19N3O3	97.27	301.1426415	1.9854	22	2	5	9	InChI=1S/C16H19N3O3/c1-2-3-8-16(18-19-16)9-10-22-13-6-4-12(5-7-13)11-14(17)15(20)21/h1,4-7,14H,3,8-11,17H2,(H,20,21)/t14-/m0/s1	C#CCCC1(CCOc2ccc(C[C@H](N)C(=O)O)cc2)N=N1	C#CCCC1(CCOc2ccc(CC(N)C(=O)O)cc2)N=N1	IGXRIGOIYRCBDZ-AWEZNQCLSA-N	.
LDPC0083	JN0013	PAL-AfBPP Probe	.	.	272.304	C15H16N2O3	71.25	272.1160924	2.6581	20	1	4	8	InChI=1S/C15H16N2O3/c1-2-3-8-15(16-17-15)9-10-20-13-6-4-12(5-7-13)11-14(18)19/h1,4-7H,3,8-11H2,(H,18,19)	C#CCCC1(CCOc2ccc(CC(=O)O)cc2)N=N1	C#CCCC1(CCOc2ccc(CC(=O)O)cc2)N=N1	OXTSGSFHRDZVFW-UHFFFAOYSA-N	.
LDPC0084	JN00026	PAL-AfBPP Probe	.	.	257.337	C15H19N3O	59.97	257.1528122	2.5322	19	1	4	8	InChI=1S/C15H19N3O/c1-2-3-9-15(17-18-15)10-12-19-14-6-4-13(5-7-14)8-11-16/h1,4-7H,3,8-12,16H2	C#CCCC1(CCOc2ccc(CCN)cc2)N=N1	C#CCCC1(CCOc2ccc(CCN)cc2)N=N1	RKTNYKAIEOFXNT-UHFFFAOYSA-N	.
LDPC0085	JN00033	PAL-AfBPP Probe	.	.	286.331	C16H18N2O3	71.25	286.1317424	3.0482	21	1	4	9	InChI=1S/C16H18N2O3/c1-2-3-10-16(17-18-16)11-12-21-14-7-4-13(5-8-14)6-9-15(19)20/h1,4-5,7-8H,3,6,9-12H2,(H,19,20)	C#CCCC1(CCOc2ccc(CCC(=O)O)cc2)N=N1	C#CCCC1(CCOc2ccc(CCC(=O)O)cc2)N=N1	PAIAKNBEORTHJT-UHFFFAOYSA-N	.
LDPC0086	JN00024	PAL-AfBPP Probe	.	.	325.416	C18H23N5O	64.54	325.1902604	2.8991	24	0	6	7	InChI=1S/C18H23N5O/c1-5-6-7-18(20-21-18)8-9-23-11-14-15(12-23)17(24)22(4)19-16(14)10-13(2)3/h1,11-13H,6-10H2,2-4H3	C#CCCC1(CCn2cc3c(CC(C)C)nn(C)c(=O)c3c2)N=N1	C#CCCC1(CCn2cc3c(CC(C)C)nn(C)c(=O)c3c2)N=N1	GAFJZLQXRJDCIW-UHFFFAOYSA-N	.
LDPC0087	JN00032	PAL-AfBPP Probe	.	.	286.287	C15H14N2O4	88.32	286.0953569	2.2983	21	1	5	8	InChI=1S/C15H14N2O4/c1-2-3-8-15(16-17-15)9-10-21-12-6-4-11(5-7-12)13(18)14(19)20/h1,4-7H,3,8-10H2,(H,19,20)	C#CCCC1(CCOc2ccc(C(=O)C(=O)O)cc2)N=N1	C#CCCC1(CCOc2ccc(C(=O)C(=O)O)cc2)N=N1	JTMMSCAEWYTZMJ-UHFFFAOYSA-N	.
LDPC0088	JN00028	PAL-AfBPP Probe	.	.	301.346	C16H19N3O3	97.27	301.1426415	1.9854	22	2	5	9	InChI=1S/C16H19N3O3/c1-2-3-7-16(18-19-16)8-9-22-13-6-4-5-12(10-13)11-14(17)15(20)21/h1,4-6,10,14H,3,7-9,11,17H2,(H,20,21)/t14-/m1/s1	C#CCCC1(CCOc2cccc(C[C@@H](N)C(=O)O)c2)N=N1	C#CCCC1(CCOc2cccc(CC(N)C(=O)O)c2)N=N1	GETPMEWCFDTJTB-CQSZACIVSA-N	.
LDPC0089	JN00247	PAL-AfBPP Probe	.	.	281.315	C16H15N3O2	66.95	281.1164267	3.3051	21	1	4	6	InChI=1S/C16H15N3O2/c1-2-3-7-16(17-18-16)8-10-19-9-6-12-11-13(15(20)21)4-5-14(12)19/h1,4-6,9,11H,3,7-8,10H2,(H,20,21)	C#CCCC1(CCn2ccc3cc(C(=O)O)ccc32)N=N1	C#CCCC1(CCn2ccc3cc(C(=O)O)ccc32)N=N1	RXECNRFHMFWUOA-UHFFFAOYSA-N	.
LDPC0090	JN00248	PAL-AfBPP Probe	.	.	370.413	C18H22N6O3	155.52	370.1753386	1.2468	27	4	7	10	InChI=1S/C18H22N6O3/c1-2-3-9-18(23-24-18)10-8-16(25)22-21-15(11-14(20)17(26)27)12-6-4-5-7-13(12)19/h1,4-7,14H,3,8-11,19-20H2,(H,22,25)(H,26,27)/b21-15-/t14-/m0/s1	C#CCCC1(CCC(=O)N/N=C(/C[C@H](N)C(=O)O)c2ccccc2N)N=N1	C#CCCC1(CCC(=O)NN=C(CC(N)C(=O)O)c2ccccc2N)N=N1	OASHYQXGVJVFAV-MYVXHDQYSA-N	.
